Date,KO,PEP,spread
2014-11-17,30.570722579956055,71.66556549072266,-39.824522859036676
2014-11-18,31.005205154418945,71.31607818603516,-41.75854911227553
2014-11-19,31.496681213378906,71.65827178955078,-43.20874720286936
2014-11-20,31.518037796020508,71.40342712402344,-43.541478391338174
2014-11-21,31.696096420288086,72.00782775878906,-43.586449772530216
2014-11-24,31.532291412353516,71.85489654541016,-43.141991285387874
2014-11-25,31.646249771118164,72.03692626953125,-43.37556271212719
2014-11-26,31.764583587646484,72.34278106689453,-43.50126616874371
2014-11-28,32.15187072753906,72.88887786865234,-44.367588629579956
2014-12-01,31.951061248779297,72.57577514648438,-43.9483479643831
2014-12-02,31.94388198852539,73.10003662109375,-43.39790404158656
2014-12-03,31.413169860839844,72.06291961669922,-42.49953712507616
2014-12-04,31.198001861572266,71.6451644897461,-42.13258396829012
2014-12-05,31.219532012939453,71.65249633789062,-42.20377164063888
2014-12-08,30.9398136138916,71.66712951660156,-41.16901769306703
2014-12-09,30.150897979736328,71.19075012207031,-38.76825627018931
2014-12-10,29.835330963134766,70.49442291259766,-38.31372437029155
2014-12-11,29.785133361816406,70.5750503540039,-38.05002847208674
2014-12-12,29.340473175048828,69.4389877319336,-37.56443483861135
2014-12-15,29.096614837646484,68.99922180175781,-37.11486007653805
2014-12-16,28.967519760131836,67.86315155029297,-37.78012622581056
2014-12-17,29.79947853088379,68.69139099121094,-39.986004039134656
2014-12-18,30.401918411254883,69.89342498779297,-40.98104194074942
2014-12-19,30.086355209350586,69.95207977294922,-39.771541958256876
2014-12-22,30.373231887817383,70.81694030761719,-39.952908124449394
2014-12-23,30.81789207458496,71.35929870605469,-41.03220598155758
2014-12-24,30.796377182006836,71.1613998413086,-41.15164097394681
2014-12-26,30.810712814331055,71.1321029663086,-41.23321927311652
2014-12-29,30.73899269104004,70.89755249023438,-41.20620959596708
2014-12-30,30.667278289794922,70.33317565917969,-41.50904714184928
2014-12-31,30.280006408691406,69.30706024169922,-41.122798944872116
2015-01-02,30.222610473632812,69.21910858154297,-41.0014301398721
2015-01-05,30.222610473632812,68.69871520996094,-41.52182351145413
2015-01-06,30.452117919921875,68.17830657958984,-42.87923576176817
2015-01-07,30.832229614257812,70.17192077636719,-42.27187229143183
2015-01-08,31.205184936523438,71.44725799560547,-42.35668682265202
2015-01-09,30.860919952392578,70.96351623535156,-41.58490924095739
2015-01-12,30.581205368041992,70.67035675048828,-40.85796186899387
2015-01-13,30.57404136657715,70.6190185546875,-40.8831732647439
2015-01-14,30.523839950561523,70.85359191894531,-40.465517531653404
2015-01-15,30.39474105834961,70.85359191894531,-39.994699517426966
2015-01-16,30.502323150634766,71.3080062866211,-39.932632335603714
2015-01-20,30.95416259765625,71.46922302246094,-41.41925430349673
2015-01-21,31.097585678100586,71.38863372802734,-42.02290130022415
2015-01-22,31.398818969726562,72.48802947998047,-42.02209018948879
2015-01-23,31.06173324584961,72.21686553955078,-41.063917236157096
2015-01-26,30.83941078186035,72.3341064453125,-40.13587602669074
2015-01-27,30.401918411254883,70.89021301269531,-39.98425391584708
2015-01-28,30.06483268737793,70.15728759765625,-39.48784243712477
2015-01-29,30.193927764892578,70.3844985961914,-39.731435540781945
2015-01-30,29.526941299438477,68.73538970947266,-38.94807395621626
2015-02-02,29.828168869018555,69.87144470214844,-38.910582736707084
2015-02-03,29.856847763061523,70.50909423828125,-38.37752387298188
2015-02-04,29.89270782470703,70.80227661132812,-38.21512157654682
2015-02-05,29.971603393554688,70.80960083007812,-38.49552604717354
2015-02-06,29.727752685546875,70.88288116455078,-37.532932844520005
2015-02-09,29.569971084594727,70.34051513671875,-37.49987627368388
2015-02-10,30.409090042114258,71.82106018066406,-39.079561371997286
2015-02-11,30.387571334838867,73.58744049072266,-37.23470327754772
2015-02-12,30.244131088256836,73.4921646118164,-36.80685885000668
2015-02-13,30.115039825439453,72.65660858154297,-37.17162469012189
2015-02-17,29.98594856262207,72.09223937988281,-37.265203701623804
2015-02-18,29.928569793701172,72.80319213867188,-36.34499308183196
2015-02-19,30.20110511779785,72.3561019897461,-37.78600763939737
2015-02-20,30.100709915161133,72.60531616210938,-37.17065655343694
2015-02-23,30.01463508605957,72.89115142822266,-36.57091014975978
2015-02-24,30.215456008911133,72.9864273071289,-37.20801939432067
2015-02-25,30.158061981201172,72.92778778076172,-37.05734541154865
2015-02-26,30.452117919921875,72.61262512207031,-38.4449172192877
2015-02-27,31.054569244384766,72.54667663574219,-40.70797933991494
2015-03-02,30.98285675048828,72.56133270263672,-40.43179094386498
2015-03-03,30.803537368774414,72.12156677246094,-40.21758693081111
2015-03-04,30.480806350708008,71.83748626708984,-39.324681526761054
2015-03-05,30.409090042114258,71.74156951904297,-39.15905203361838
2015-03-06,29.777950286865234,70.95946502685547,-37.6394174390139
2015-03-09,29.684724807739258,70.86353302001953,-37.39536020035459
2015-03-10,29.182689666748047,69.67556762695312,-36.752425388906616
2015-03-11,28.75954246520996,69.08528900146484,-35.79950467518901
2015-03-12,29.33804702758789,70.62002563476562,-36.37454888208801
2015-03-13,28.860780715942383,69.59444427490234,-35.65956087488604
2015-03-16,29.135576248168945,70.42820739746094,-35.82796504117479
2015-03-17,29.29466438293457,69.4542236328125,-37.382136276172616
2015-03-18,29.359745025634766,69.83052062988281,-37.24318553696476
2015-03-19,28.940319061279297,69.43208312988281,-36.11199488702911
2015-03-20,29.395904541015625,70.3470230102539,-36.8585553278828
2015-03-23,29.37420654296875,70.72332000732422,-36.403126680818545
2015-03-24,29.265758514404297,70.730712890625,-36.00022857992322
2015-03-25,29.25128746032715,70.28799438476562,-36.39017178440214
2015-03-26,29.178966522216797,70.56098937988281,-35.85342549068963
2015-03-27,28.983718872070312,70.797119140625,-34.905236088308925
2015-03-30,29.29466438293457,71.21772003173828,-35.618639877246835
2015-03-31,29.323593139648438,70.55364227294922,-36.38821954667743
2015-04-01,29.41761589050293,70.16255187988281,-37.12220680036721
2015-04-02,29.41761589050293,70.60529327392578,-36.67946540632424
2015-04-06,29.77194595336914,71.18819427490234,-37.388790649284445
2015-04-07,29.656246185302734,70.98896789550781,-37.16606503424926
2015-04-08,29.5694637298584,70.85616302490234,-36.982378084964225
2015-04-09,29.68516731262207,71.09226989746094,-37.168237118869456
2015-04-10,29.562231063842773,70.98159790039062,-36.83056599281129
2015-04-13,29.43206787109375,70.48723602294922,-36.85022839851072
2015-04-14,29.29466438293457,71.1955795288086,-35.64078038017652
2015-04-15,29.215124130249023,71.2988510131836,-35.247429072660935
2015-04-16,29.359745025634766,71.1660385131836,-35.90766765366398
2015-04-17,29.14280891418457,70.69381713867188,-35.5887325166285
2015-04-20,29.40313720703125,71.20294189453125,-36.02901366027011
2015-04-21,29.489919662475586,71.40955352783203,-36.13889384685983
2015-04-22,29.873180389404297,71.77848052978516,-37.16770195550207
2015-04-23,29.61285972595215,70.63480377197266,-37.36200063788179
2015-04-24,29.5694637298584,70.2215805053711,-37.616960604495475
2015-04-27,29.52607536315918,69.71986389160156,-37.960441742345324
2015-04-28,29.482690811157227,69.66820526123047,-37.853878808830856
2015-04-29,29.280214309692383,69.63868713378906,-37.144973990003194
2015-04-30,29.330820083618164,70.18470001220703,-36.78351815603311
2015-05-01,29.58393096923828,70.50936889648438,-37.38193360272854
2015-05-04,29.620084762573242,70.797119140625,-37.22603466182588
2015-05-05,29.46822166442871,70.40605926513672,-37.0632564595612
2015-05-06,29.40313720703125,70.4503173828125,-36.78163817198886
2015-05-07,29.43206787109375,70.20685577392578,-37.13060864753416
2015-05-08,29.63454246520996,71.23983001708984,-36.83605039462212
2015-05-11,29.60562515258789,71.09226989746094,-36.87815033971181
2015-05-12,29.42483901977539,70.98159790039062,-36.32950321643878
2015-05-13,29.68516731262207,71.13654327392578,-37.12396374240461
2015-05-14,30.010587692260742,72.30973052978516,-37.137570380011
2015-05-15,30.02503776550293,72.4720230102539,-37.02797668473512
2015-05-18,29.880420684814453,72.34661102294922,-36.62597650307086
2015-05-19,29.873180389404297,72.27283477783203,-36.67334770745519
2015-05-20,29.902109146118164,72.08097839355469,-36.97070600237407
2015-05-21,29.815332412719727,71.71942138671875,-37.01579205737066
2015-05-22,29.800870895385742,71.02584838867188,-37.656624534122344
2015-05-26,29.641782760620117,70.67906951904297,-37.42321593340186
2015-05-27,29.73579216003418,71.11439514160156,-37.33073847934726
2015-05-28,29.750255584716797,71.61615753173828,-36.88172356652278
2015-05-29,29.620084762573242,71.15127563476562,-36.87187816768525
2015-06-01,29.60562515258789,70.81187438964844,-37.15854584752431
2015-06-02,29.641782760620117,70.87090301513672,-37.23138243730811
2015-06-03,29.555007934570312,70.83597564697266,-36.94984580964987
2015-06-04,29.35252571105957,69.9737319946289,-37.0736456476734
2015-06-05,28.998180389404297,69.16356658935547,-36.591529160873634
2015-06-08,29.041568756103516,69.00747680664062,-36.90585441950816
2015-06-09,29.070476531982422,69.17840576171875,-36.84035085888398
2015-06-10,29.164499282836914,69.63927459716797,-36.72237888405813
2015-06-11,29.237411499023438,69.93659973144531,-36.69096141366251
2015-06-12,29.135339736938477,69.6764144897461,-36.578895402775075
2015-06-15,28.865558624267578,68.85879516601562,-36.41263480649032
2015-06-16,29.222824096679688,69.53519439697266,-37.039167129714485
2015-06-17,29.361356735229492,69.90684509277344,-37.17273890848385
2015-06-18,29.63842010498047,70.7839584350586,-37.30606355932194
2015-06-19,29.456146240234375,70.50892639160156,-36.91635078913437
2015-06-22,29.51448631286621,71.05894470214844,-36.57909617218495
2015-06-23,29.44156837463379,71.05894470214844,-36.313167640252075
2015-06-24,29.30302619934082,70.82856750488281,-36.03828758286228
2015-06-25,29.179080963134766,70.48661041259766,-35.92822181899797
2015-06-26,29.16449546813965,70.54608917236328,-35.81555039682871
2015-06-29,28.727027893066406,69.63927459716797,-35.12693985678487
2015-06-30,28.603076934814453,69.37911987304688,-34.93505085670533
2015-07-01,28.79994773864746,70.25618743896484,-34.77596250293793
2015-07-02,28.792646408081055,70.3602523803711,-34.64526992825313
2015-07-06,28.74161148071289,70.16702270507812,-34.65237745526129
