Date,KO,PEP,spread,rolling_mean,rolling_std,z_score,signal,position,cumulative_returns
2018-03-02,34.576759338378906,87.6813735961914,-38.41855562209179,-39.320144796324186,1.7520322829223762,0.5145962109377088,0,1.0,0.41569586932509067
2018-03-05,34.71120071411133,87.99498748779297,-38.59524354848188,-39.270004609552906,1.7504840895249438,0.38547111916575283,0,1.0,0.41760766533018934
2018-03-06,34.74284362792969,88.11560821533203,-38.59002314385064,-39.23419270289732,1.7531253832958231,0.3674406663576231,0,1.0,0.4175511795876549
2018-03-07,34.655853271484375,88.32467651367188,-38.06370481976154,-39.16851957834061,1.7590272912626386,0.6280827841994571,0,1.0,0.4118563180882775
2018-03-08,35.15409469604492,90.12590026855467,-38.07954575147485,-39.06258360797487,1.7242285985712085,0.57013197514217,0,1.0,0.4120277198958899
2018-03-09,35.446720123291016,90.4958038330078,-38.7768343232797,-38.97254325580195,1.663191210204625,0.11767073522362641,0,1.0,0.41957251106081817
2018-03-12,35.21736145019531,90.66465759277344,-37.77151951290125,-38.80553736385025,1.512203545701464,0.6837821891690845,0,1.0,0.40869481908935446
2018-03-13,35.248992919921875,91.34815979003906,-37.20337590244114,-38.643781449286834,1.4084981645897465,1.0226534780506746,0,1.0,0.4025474002645847
2018-03-14,34.92985916137695,90.5521011352539,-36.83556769596693,-38.50350065746274,1.3702556169806497,1.2172421997956033,0,1.0,0.39856764752116614
2018-03-15,34.842098236083984,90.05354309082031,-37.01406548376187,-38.36277172977161,1.2946641582746143,1.0417421671788207,0,1.0,0.4004990265610214
2018-03-16,34.67453384399414,89.77207946777344,-36.6844290966762,-38.22451574297728,1.242276422421155,1.2397294342103886,0,1.0,0.3969322999552985
2018-03-19,34.51496505737305,88.74280548095703,-37.13176269684588,-38.12702292813663,1.2078321315997498,0.8240054269565984,0,1.0,0.4017725321501271
2018-03-20,34.43518829345703,88.3729019165039,-37.210723892043845,-38.09704613646789,1.219373102476526,0.7268671439643356,0,1.0,0.4026269068695632
2018-03-21,34.30754089355469,87.44013977050781,-37.67796155279076,-38.07984864659052,1.2215963750054881,0.32898517220792517,0,1.0,0.4076825046769395
2018-03-22,34.11603927612305,86.7968521118164,-37.62285118733557,-38.069793794101294,1.2241578789791596,0.3651020954408551,0,1.0,0.4070862003415536
2018-03-23,33.77297592163086,85.35746765136719,-37.81109859657957,-38.11724691710174,1.1836178641972441,0.2586546974177394,0,1.0,0.40912307208664545
2018-03-26,34.06019973754883,85.88818359375,-38.32787535016088,-38.2064451517496,1.0884260220516335,-0.11156495338322749,0,1.0,0.4147146920304065
2018-03-27,34.21976852416992,86.55561065673828,-38.242388673819335,-38.23199084433997,1.079649615058654,-0.009630744395533741,0,1.0,0.41378971039947093
2018-03-28,34.56284713745117,87.79393768310547,-38.25525434679378,-38.24240223206529,1.0782709429110995,-0.011919188598174249,0,1.0,0.4139289193578756
2018-03-29,34.65060043334961,87.76982879638672,-38.59939566608297,-38.192316316159484,1.022363066161483,-0.3981749374533711,0,1.0,0.41765259200970073
2018-04-02,34.04423522949219,86.08118438720703,-38.07665269397096,-38.10892030597867,0.9176856593364957,0.03516194426644715,0,1.0,0.4119964164792306
2018-04-03,34.610721588134766,86.99788665771484,-39.22590140021252,-38.046998658250835,0.759002371440989,-1.553226691141298,0,1.0,0.42443149979446865
2018-04-04,35.296875,88.59806823730469,-40.12809130727186,-38.06829088079599,0.8082227210088243,-2.5485554574669993,1,1.0,0.4341933612605904
2018-04-05,35.424530029296875,88.91168975830078,-40.280022095593154,-38.117760018500086,0.8950505534446186,-2.415798826973027,1,1.0,0.43583728045811876
2018-04-06,35.041561126708984,87.89044952392578,-39.90459148998187,-38.17093563637773,0.9523761619682869,-1.8203478025123752,0,1.0,0.4317750519478651
2018-04-09,34.96976089477539,87.95478057861328,-39.5784081293545,-38.174418290819226,0.9574825977025474,-1.466334575588223,0,1.0,0.42824568772633764
2018-04-10,35.09740447998047,87.97087097167969,-40.02782830950317,-38.22737064281561,1.0148430324211661,-1.7741242824440682,0,1.0,0.4331084971020163
2018-04-11,35.09740447998047,87.39188385009766,-40.6068154310852,-38.33770942909167,1.0875084718842825,-2.086518000234008,1,1.0,0.43937324472036965
2018-04-12,35.12931442260742,87.09435272216797,-41.02072072431014,-38.46943577815304,1.165092266529971,-2.189770732712581,1,1.0,0.44385177645846696
2018-04-13,35.51227951049805,87.8582763671875,-41.65345400724274,-38.58048874838888,1.3013517077348953,-2.3613641420601046,1,1.0,0.45069806747176944
2018-04-16,35.647926330566406,88.38899993896484,-41.61742845623451,-38.68711784286031,1.4138192257215358,-2.072620431285143,1,1.0,0.4503082643544531
2018-04-17,35.807498931884766,87.54467010498047,-43.04371258889972,-38.835400144207576,1.6218285439806581,-2.59479490622551,1,1.0,0.46574092216348106
2018-04-18,35.51227951049805,86.02489471435547,-43.486835660074775,-38.9986272280817,1.8294134825572828,-2.4533592185617543,1,1.0,0.4705355956567291
2018-04-19,35.35272216796875,84.89108276367188,-44.03874896021395,-39.197795366096784,2.0375320244052437,-2.3758908012894877,1,1.0,0.4765073995254176
2018-04-20,34.897945404052734,82.40633392333984,-44.864946830551645,-39.42397540206601,2.2722157424293745,-2.394566381565658,1,1.0,0.4854470131153433
2018-04-23,35.08942794799805,82.48674011230469,-45.48286910556288,-39.647509894808785,2.522439557221392,-2.3133792023076523,1,1.0,0.4921330462867316
2018-04-24,34.363380432128906,81.57005310058594,-43.75169257795373,-39.8468489969772,2.6040501049872686,-1.4995270534533833,0,1.0,0.47340139643819173
2018-04-25,33.852752685546875,81.33687591552734,-42.122632701674576,-40.010824223618314,2.5866756507927127,-0.8164179677529636,0,1.0,0.4557746676222057
2018-04-26,34.10808181762695,83.03356170654297,-41.35712108946424,-40.16154267006822,2.5263072169725493,-0.47325139688622925,0,1.0,0.44749169055647653
2018-04-27,34.554866790771484,81.78717803955078,-44.23291001499908,-40.402170821109465,2.55974795828341,-1.496529836655692,0,1.0,0.4786082580077592
2018-04-30,34.47509002685547,81.16799926757812,-44.56114641771657,-40.664728065144146,2.5692100220178875,-1.5165822642681943,0,1.0,0.4821598365239835
